DateTime,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
2011-01-31,600392,2507,2505,2506,603991,620,686,300334,300648,707,300707,710,713,731,59,738,2085,598,300708,2403,300592,603887,795,603895,300258,300259,2210,300618,776,155,2806,615,2096,426,300721,807,300318,603515,300379,600405,603177,2011,11,923,300395,2803,300412,2125,603323,600261,300369,2203,600276,793,300230,300081,300314,603630,603665,600376,603239,600328,2227,524,600366,415,300585,300092,300528,300034,300666,300020
2011-02-28,2514,300059,615,612,300592,300448,598,38,581,551,2806,300571,905,620,603895,603880,426,300711,300708,300707,59,300595,600338,2085,948,300022,300648,603887,155,2210,300258,776,738,300334,731,713,2050,300418,2246,9,2135,514,600929,961,300028,300578,600016,300686,603939,727,603160,37,2047,300495,2024,300061,657,300354,2074,300606,300566,300184,2189,778,603,599,603985,300666,567,300649,539,300352
2011-03-31,2531,612,638,300711,38,300334,300592,300708,685,300707,300631,300618,300595,300571,58,155,59,300523,905,931,300429,679,68,426,948,970,2040,661,663,600338,300448,2085,603895,300305,600939,713,603516,733,886,546,300620,300268,300035,603356,300573,603232,599,603661,603316,300732,300124,300723,697,600418,600206,600230,603885,2221,300656,11,600197,732,826,300672,542,300585,300688,757,300120,658,569,603887
2011-04-29,2541,2540,2539,603639,601225,615,68,620,2403,600939,672,638,59,58,300448,661,663,2214,612,600243,300571,598,422,426,300701,300708,600338,600255,300618,603283,603895,300259,155,300258,300595,300334,600015,2125,600301,839,603233,2227,700,603516,603101,300380,300624,2272,300731,2033,300647,603876,539,300637,603305,603099,300636,300372,820,603200,300142,603180,603181,300179,300229,603131,300111,603611,699,300003,987,2040
2011-05-31,2838,2546,679,2055,38,783,40,600255,300305,300258,300059,300259,795,300571,300334,58,300578,428,155,300022,603912,603895,600338,810,776,300618,300595,68,422,905,300448,426,803,821,300592,970,300604,603180,300666,300395,600373,300508,300701,2081,300061,523,300630,300532,300124,565,11,300657,603579,300463,987,59,300606,618,2889,600319,600276,300429,603306,25,965,153,100,300530,2143,29,603359,300003
2011-06-30,300250,2556,738,300448,68,685,600290,551,710,58,713,603111,731,603477,300618,300595,679,300258,300259,672,612,615,620,600338,300334,598,2214,600939,155,638,300708,300305,661,600255,663,748,600206,2023,1696,791,2134,2362,503,2036,2019,300429,2135,778,300376,655,2193,300181,603197,2075,662,726,300658,600197,603305,429,407,603126,600392,2097,603507,603208,2341,757,300679,40,2387,300435
2011-07-29,300258,748,738,663,731,426,38,672,300525,679,300022,300097,685,2214,300595,2260,931,58,300305,300618,300259,600338,300448,155,713,68,710,300523,30,661,300592,795,799,581,5,551,600286,2890,722,300750,300064,300290,2556,2481,603515,2135,2882,601098,603283,300586,34,300558,603227,4,788,600221,963,2073,603156,797,2322,2067,2262,2861,300671,783,523,603232,603111,856,603895,612
2011-08-31,2575,2187,600338,748,300625,300547,738,615,300334,38,300258,707,839,799,603477,821,710,300525,300523,713,300595,518,58,948,300680,155,68,300059,300592,638,426,2260,5,2897,300708,776,900,153,2177,300307,2435,2293,600997,2055,2341,300206,600219,600297,603229,718,2172,829,723,2178,528,300380,300293,603131,300548,300649,300190,2012,300624,668,603507,600271,987,300618,300022,581,970,731
2011-09-30,2582,2584,300271,300272,2870,710,38,300097,713,821,300525,638,2187,799,600338,2897,300708,2083,58,300448,300625,600933,300136,948,810,68,300680,2260,603477,795,615,155,300592,757,300059,5,2351,2569,601398,557,612,2341,603579,603887,2350,300022,2420,300209,917,2307,601058,601138,2580,2127,600965,2432,2089,2422,828,2460,2488,2476,523,963,603585,2407,2147,300354,600366,2464,300523,300571
2011-10-31,2587,2589,300334,821,300592,663,426,661,948,2462,600338,638,155,993,603477,2428,68,620,600275,58,810,799,300578,795,685,551,300625,300595,707,672,546,710,600992,713,738,533,2076,2925,601086,630,2447,300628,300730,603580,300372,300665,300143,697,2464,518,2408,603232,150,2125,300320,751,534,300606,300162,2381,300692,514,600429,300501,601,801,968,931,166,603628,300258,300059
2011-11-30,2598,821,776,2428,738,68,715,2189,713,710,707,546,551,300595,685,679,600275,155,514,887,603477,426,2346,300592,410,600901,672,600337,300338,300334,799,600338,795,300525,810,38,2460,2599,2135,700,595,2094,659,300042,2056,601100,300327,585,2024,300263,300325,2897,600266,600199,553,2023,2323,21,20,2143,66,823,2390,2177,969,612,601138,300003,300295,726,603630,552
2011-12-30,600936,155,661,663,668,514,2179,672,68,679,685,300578,58,821,300568,2929,638,300592,300493,615,516,300708,603388,551,426,300097,603477,707,795,589,2189,603199,887,300601,600338,300595,2036,300698,2276,2058,300523,965,2343,601360,555,2129,300212,300134,2139,2055,300611,2488,540,600331,726,927,600322,300355,600258,600267,2869,923,150,600389,600005,603232,2106,803,832,600219,578,710
2012-01-31,615,38,300578,799,2179,300568,805,810,2189,821,58,300021,300592,877,516,795,2110,300334,300448,88,300097,965,300525,502,603316,980,993,155,426,2016,300493,68,35,803,661,603477,530,603887,513,691,603133,2168,912,300149,2229,498,780,603677,2855,2094,603665,43,757,151,750,2024,2147,603579,603208,2079,2114,600307,300363,621,603630,2861,300519,100,300622,987,603639,34
2012-02-29,2620,2619,300568,738,300670,155,300326,603663,551,300525,713,300493,963,965,58,2110,300595,603388,980,68,603266,600338,2179,600959,810,821,603238,661,805,426,638,516,603477,672,803,795,2138,603639,300603,603308,50,825,601318,2236,300333,600258,2128,2058,578,603393,2180,300620,600322,510,300167,718,2173,504,826,603181,37,300566,673,46,511,517,750,300732,2805,552,603098,300334
2012-03-30,2824,300628,795,2110,38,821,300595,810,615,713,300370,300012,58,300326,300670,68,88,300708,638,685,679,155,603477,300503,426,672,300493,600338,668,661,2809,35,300578,663,5,571,686,600978,573,300372,300061,300671,2236,603429,19,603,34,600197,300489,918,300234,603663,2488,603444,300078,653,603326,793,2127,2221,600396,2012,300697,514,2137,877,600959,608,603359,552,603286,856
2012-04-27,2634,803,600275,795,300370,300670,603477,300359,2110,426,810,300326,980,821,300708,300592,600338,2266,155,963,603316,300595,776,300578,300448,300503,615,638,300525,661,663,2431,601258,2061,672,679,788,600281,300106,726,653,300712,518,300573,300327,2468,14,25,29,300526,300017,300628,300479,300657,506,877,300510,300511,300028,300134,890,2221,300566,5,906,603309,300131,586,2137,36,883,600377
2012-05-31,603477,300592,35,300670,600275,38,821,300370,810,803,426,300359,795,596,615,300344,776,58,638,300326,738,300708,661,717,68,713,685,679,571,672,155,300493,2266,600338,300568,300525,601366,2584,603538,861,2500,2210,157,2463,868,300334,2077,300609,300412,300673,300143,300658,601138,588,603259,300717,2206,547,2178,862,300190,542,603258,603876,2137,2413,300688,2487,655,603959,625,2857
2012-06-29,601699,300326,2464,738,35,757,776,38,300595,795,300547,803,600338,300370,810,603477,821,58,300344,61,300592,155,300525,68,300708,300670,2110,603335,2157,551,571,2356,615,2186,603569,300568,2342,300321,2322,300196,601005,603458,300578,14,300267,601019,300271,300203,300334,603396,2891,300121,300058,2543,2925,601369,2841,2517,20,2223,726,2242,600979,601222,99,2573,603890,300290,603579,300712,682,713
2012-07-31,638,603335,35,38,600255,300326,300344,300055,300370,58,300708,300670,68,300659,426,2906,2908,300448,300595,300588,300568,155,603569,600338,551,2464,539,2356,821,810,803,615,795,776,300592,757,923,603516,400,2072,710,889,300616,603507,300496,607,300520,300514,600257,780,2452,503,600010,2173,600262,868,725,300042,603333,300511,594,818,300059,300163,300657,603139,603444,921,948,542,34,600243
2012-08-31,601225,300354,300263,738,661,603879,300588,155,2464,426,663,600255,38,668,821,300568,672,750,685,35,513,300469,300708,601218,300370,405,810,2110,803,300659,300670,615,600338,539,776,551,2154,917,600259,920,300626,603507,300168,786,600262,2090,603126,2164,603309,603305,300158,300028,807,300585,300002,300181,300292,300634,300115,300665,600243,603360,5,906,603866,863,300278,603378,856,300116,300592,300595
2012-09-28,601801,661,679,38,672,668,663,638,300670,615,300469,300448,300370,685,551,300354,300708,539,155,521,600255,2110,426,600338,300705,603259,300688,300106,35,2893,795,603879,821,10,810,803,778,2517,603360,620,600213,300698,300706,2415,603239,2027,300238,300673,429,32,603618,55,300163,603306,2077,2195,2167,587,603444,43,2176,300692,2092,34,300219,600429,300471,2259,962,300690,300094,716
2012-10-31,333,300469,821,600973,551,300273,35,776,38,672,300039,300370,300337,539,668,600255,663,825,603259,661,615,795,2893,426,598,750,300257,685,803,300705,300708,638,300675,300458,600338,810,727,300167,2432,300285,600362,2396,800,603131,300304,930,410,2172,916,603639,603955,600202,2481,43,600233,630,300344,300278,2049,601005,514,300499,300142,300688,603618,603866,603286,603098,300633,2032,2809,155
2012-11-30,600973,333,600338,600255,426,300448,300458,521,539,551,300588,598,615,300670,300675,638,825,821,661,663,810,668,672,803,679,300705,300708,685,795,776,38,35,738,2090,2155,601566,603318,300265,155,300206,300600,600326,2419,630,411,45,300115,600273,300633,600010,890,2261,600233,603288,2130,300163,300681,528,300634,623,603131,300042,919,300039,300022,300141,603955,603227,603289,300338,2048,2809
2012-12-31,661,300448,300705,300588,810,601628,35,38,601558,300470,2079,300218,821,961,2037,551,679,603188,600219,638,539,738,615,300708,2155,600899,685,783,2509,795,672,300670,603309,600255,663,426,2315,545,2130,601126,600233,300600,300380,300690,300496,600221,2285,300036,2511,600281,43,603871,2464,2560,300573,603348,671,2919,2224,603360,300634,603890,2271,603866,603617,514,34,600252,600377,300458,300617,2809
2013-01-31,663,38,661,300588,42,603300,603309,909,615,596,600322,300641,889,702,601628,521,672,715,300670,810,2037,2039,300698,300708,685,603926,426,821,2470,600338,603886,638,35,679,603298,603188,2448,300278,2835,600210,2387,300705,601000,601669,603396,300697,600219,300384,300571,601111,300573,603203,948,517,600392,603607,300470,603866,2493,603098,300616,300368,619,58,300681,601138,678,300520,962,96,300028,2837
2013-02-28,600322,300670,300525,603188,35,2213,603888,300314,603886,776,521,2921,795,799,810,2332,300181,889,603298,961,909,300698,551,715,539,702,603912,600255,17,679,10,685,2807,300588,2039,2118,300697,787,603360,300622,600405,2351,517,878,300334,411,514,2929,300091,603309,554,792,629,2415,157,603676,300292,603588,552,300342,819,300448,38,738,638,426,300708,672,661,821,615,600338
2013-03-29,300698,2132,300344,799,603298,679,300670,35,2118,601116,685,672,300584,300641,300539,2807,2919,521,761,551,603228,795,827,961,669,300588,663,2263,603886,603888,300609,300507,630,300314,601106,596,737,300078,603871,2389,603348,2159,2128,300458,2039,603360,600255,300163,603188,300238,933,603859,300573,300545,603606,300113,2186,300591,300568,2271,603885,2462,2035,300688,150,603100,300634,300249,300041,300183,878,716
2013-04-26,2579,35,2323,603579,732,300641,600963,300507,685,672,669,656,2605,2263,300525,300698,596,300552,551,603131,539,2807,603933,520,516,603888,603886,630,603266,2919,17,300584,300314,300588,601158,939,600203,2519,300665,906,300647,601069,715,923,300014,2563,603963,799,400,600210,2297,78,2043,601000,827,300516,2284,2469,2278,300743,603985,300679,300368,300199,2041,300041,2493,300499,576,663,810,679
2013-05-31,300273,551,300319,35,300440,300267,300552,600899,300314,603579,685,2579,603888,675,300507,300641,300277,300545,520,2217,656,600982,939,601116,600221,672,732,603518,603266,10,17,2012,603165,1965,539,300588,603988,300262,300589,606,603337,600350,2929,2128,600296,960,300657,2104,601218,600268,300712,738,603301,300573,553,300330,300111,600255,300139,2343,2919,2897,300687,603098,2164,300348,300567,2044,2102,37,2824,96
2013-06-28,603579,300588,300039,982,981,732,300319,300698,539,983,300193,551,2354,300285,917,656,300552,300545,2120,549,600420,407,2602,2036,2925,603477,685,520,300131,600980,710,2204,300605,603518,675,1965,601008,300314,2094,603636,603557,603197,603335,819,14,300615,300636,300569,600216,715,300078,2579,300743,2063,2227,603978,300583,300265,600926,601198,571,601669,410,2538,300511,2075,2415,968,930,2898,2809,300641
2013-07-31,2176,300552,600290,35,300354,2276,603929,2352,300231,603316,603165,603166,603383,685,917,2140,2204,672,600221,520,2354,2602,300273,848,603477,832,2286,895,2337,300039,300500,710,551,601118,2437,300319,2063,300249,2898,603398,300670,600210,619,2011,2252,300712,300713,663,166,2301,300612,300568,300679,819,603188,600896,2142,2270,600392,300131,300167,735,2427,20,600225,300390,300641,2542,2067,603286,10,539
2013-08-30,2176,300354,2602,2662,2868,603166,603165,732,547,2136,300039,300372,2352,601258,600276,2478,603136,2140,895,551,552,832,601038,2518,2158,2437,600262,300319,300327,300273,601628,600265,596,300500,2337,2514,88,603605,603339,686,300342,300156,600006,300330,300439,893,300205,930,300131,2147,2343,300679,916,506,300585,603661,300624,300567,603289,603569,600896,501,892,300548,600483,603578,2125,608,300491,300005,2855,2857
2013-09-30,2364,601117,2030,732,601258,2574,601808,603676,2437,2231,300327,50,996,600272,300354,659,603136,601677,603165,600936,300223,153,601699,601163,36,300039,688,685,603226,600408,600276,2256,2278,603606,300273,601628,603377,600396,600296,300001,96,300255,603630,2868,603444,2027,600896,603890,2125,300675,603578,426,2648,600265,603203,600233,869,615,603980,593,600006,600385,300333,600377,603108,603239,650,300147,300109,603668,2825,2855
2013-10-31,600272,300039,300273,601222,300649,153,2154,300657,2158,551,300640,600970,700,603606,603136,300372,50,601699,540,601258,2165,603676,600221,603165,300287,600212,2231,2176,300108,526,300295,2364,531,603721,2363,732,603338,987,2437,603160,564,300315,300641,300041,2574,548,542,300645,2092,2524,2857,501,603239,603203,2377,5,2869,300585,96,300712,603630,812,883,603289,603615,300266,300616,300020,300732,603866,603128,2855
2013-11-29,659,601558,2293,2468,786,600197,1696,502,603380,300287,300106,300039,2243,2565,300496,300045,300657,603136,603721,601010,603129,732,685,300108,2318,2320,300624,603676,2647,2410,600,601668,603165,603166,2628,600272,300149,601006,600980,2337,300290,600361,2122,2223,601360,300731,603616,300349,300094,300480,883,601020,603278,300117,603258,2898,300746,2173,603970,2246,600221,2576,961,2285,300688,300732,603628,965,603877,603663,612,2809
2013-12-31,300191,601375,2410,300273,300045,300287,2363,601558,2353,300319,600262,600260,2320,300624,300622,300618,2318,300106,2310,300108,300256,600903,603165,2468,551,601126,556,600,2628,659,2565,685,603129,700,603136,2542,936,2315,987,300283,527,300645,600926,300219,600255,595,601006,2041,603386,2530,540,300703,962,300701,600221,923,2595,603606,2459,300649,601199,603098,300665,600269,600243,300579,603890,426,603108,2233,29,603869
2014-01-30,2683,2680,2685,2677,603637,600597,300366,2675,2125,2915,300039,600000,300463,601002,300028,2900,300577,551,601010,2628,2912,151,2483,600903,2158,2536,2145,300045,488,300273,300618,600963,2542,300622,2930,514,300428,2898,600293,601500,600926,2228,2580,601666,603936,600268,300713,2899,96,12,2573,603466,2574,668,600378,300011,300732,600198,601126,33,950,300049,603895,68,601199,920,801,2399,603305,600006,863,685
2014-02-28,2893,601069,603165,2481,300202,2505,2158,600238,2155,300040,300039,514,732,2145,2132,603319,2125,488,300245,603131,403,2053,300235,2064,2468,600919,421,300028,2108,603518,2536,300221,2092,2592,2229,551,603200,2489,2480,601002,300238,2041,300545,600258,300315,300141,300690,2102,2133,737,600271,962,548,626,300579,300156,2240,300297,2040,603588,603393,96,603577,883,603306,673,619,851,600373,603869,650,600376
2014-03-31,601069,603165,732,300102,877,933,600233,2053,300040,2064,2092,2108,2132,2155,2920,601788,300332,2078,300039,686,300036,421,488,514,300500,600979,600978,300504,551,300202,556,600963,600,626,655,603133,603885,2158,541,2409,600380,300496,757,300266,603308,2306,599,828,504,506,2100,300633,668,678,2246,300612,2137,300061,623,912,300071,153,300439,300028,600222,300034,603569,600252,603286,699,2427,2837
2014-04-30,300211,783,788,2538,421,2534,300710,601368,2529,300448,823,2484,2481,300273,300044,300672,300670,877,556,2871,600900,600328,2877,600327,2455,300285,2898,600841,429,2563,488,750,601229,551,300500,603133,2005,600006,300292,2240,300635,2539,300102,939,2108,2166,300120,338,601336,300312,600307,2532,859,600222,300622,300650,2271,416,906,885,300380,300679,2067,300349,300543,601231,603393,20,919,153,2018,300633
2014-05-30,2078,601666,300448,300054,601718,600208,421,300112,300418,979,971,603505,429,933,600901,603456,2028,920,2035,601633,300500,300494,2113,300273,300491,2096,300036,300285,300291,2079,601567,603579,2067,300303,2057,2039,300283,600380,2812,300687,2391,603595,603606,300338,338,2271,300149,2444,504,603637,603876,2865,300144,600403,600926,626,600256,603877,300471,807,796,815,2154,300120,300439,300633,300039,300617,600,488,600420,600225
2014-06-30,2534,601666,300561,429,2270,600901,686,2132,603933,300556,601901,601333,2466,600361,2470,2544,701,2116,603133,300505,300213,752,600982,600983,2592,2096,601633,514,2588,603456,300710,300260,2587,2585,600313,2114,738,300639,2154,300622,693,601015,2632,300143,602,901,2035,413,600253,2365,300626,600233,603226,2102,869,2492,488,603393,2058,600220,862,300120,801,2865,300017,300688,709,502,811,2343,712,603181
2014-07-31,601633,603321,300241,603358,2012,2024,2039,2041,2065,2067,300314,600262,601901,965,601899,2116,601877,601828,601811,601801,601799,2217,601636,300308,300275,300273,300260,300319,2430,603309,949,541,551,554,558,588,679,300448,300485,300330,2387,603661,916,2238,603286,300617,848,2087,851,726,727,675,300263,415,603615,968,300001,2177,2857,2027,603277,603668,600420,2227,711,619,757,603116,797,603683,600377,661
2014-08-29,780,600220,300193,300189,601011,2217,601003,300519,2243,300505,300528,600306,600967,2265,2908,541,2292,300568,300576,600983,514,300500,653,601628,300308,300302,300301,2039,601519,300275,300043,300273,300271,2041,600901,601333,603648,2450,300679,788,300328,603186,600252,600396,2067,2278,621,2027,300448,300185,300338,300017,300330,600203,300711,603303,797,837,2809,603228,2043,603113,300588,300120,300162,968,600377,300543,300082,576,300319,732
2014-09-30,2891,404,601106,300179,300654,300181,928,2125,603306,2135,603308,600291,880,300634,300725,300738,300740,300741,300078,300077,2168,603871,603876,300440,603922,600220,300528,600917,300630,300595,300106,1696,997,514,600306,600967,600247,600252,2660,2857,600896,601199,2142,2908,601011,300234,36,501,818,712,668,767,948,856,300142,300688,5,600398,603858,603278,2032,603569,600401,300120,153,166,711,603980,300168,603661,603300,600369
2014-10-31,300051,2651,600361,2896,514,2898,2478,517,956,603233,2905,962,2168,965,2670,971,600936,2522,300110,2172,600268,300102,653,410,300576,300568,601336,300397,2233,909,300440,600903,601299,600220,426,928,603858,36,985,603160,603757,300439,600390,603239,2808,2427,803,2012,300258,603628,906,912,59,2450,2799,300005,300028,2070,300617,300634,603661,300685,100,2811,600288,2837,815,300170,603335,600398,300699,300147
2014-11-28,300261,600901,603306,498,300208,971,300020,965,603535,956,603528,300409,601558,600392,514,603500,909,517,603305,300110,2193,426,300302,601006,2035,2034,603298,601126,603586,2015,893,2009,603578,600291,300460,600000,603871,300710,601299,732,928,300150,920,600246,300699,300732,300548,300532,603685,880,300380,961,608,603378,300104,300471,603676,603239,603955,300615,600385,2837,300304,2832,2857,300009,603666,300745,603118,300003,708,300500
2014-12-31,2476,2287,2009,2288,426,603586,300591,600901,601179,300051,2136,600250,608,607,2137,506,603578,498,601108,601668,866,653,2401,2688,600354,2521,2406,407,300218,409,601558,626,2286,2133,300639,619,300682,300005,300330,603685,300706,831,603233,2809,600418,699,603506,603117,600269,600271,156,300699,600375,300720,2591,542,600260,600348,300174,600390,600376,300179,300181,300008,300745,921,2837,300460,600399,300150,603985,600401
2015-01-30,498,2638,588,601628,736,601108,998,502,2656,2657,980,506,979,971,603618,965,514,300262,300608,957,2626,2931,710,2565,600239,2580,2879,600975,300056,2588,2009,600965,2608,600963,600000,2622,839,2007,600392,300439,69,603912,600983,300493,603227,2610,37,300236,2805,300179,300571,300020,603637,2847,900,426,300585,787,936,603876,619,2008,300204,2898,2813,732,603228,600405,600810,711,2032,300001
2015-02-27,976,300434,736,2657,2682,2688,2199,2877,603516,2886,2890,300384,2893,300378,2931,300357,600965,712,300348,600971,710,600975,2647,603558,2638,603578,300591,420,2523,786,2532,2561,300569,600312,2565,2580,300723,600216,600392,603200,2705,522,603298,2341,538,300249,300598,653,2272,603506,600709,708,603860,711,819,300228,600233,603958,600307,300690,589,300262,552,965,603181,2343,603128,898,603228,2610,856,2040
2015-03-31,300545,600965,2381,2385,603558,927,600971,558,603578,2406,886,603508,601336,573,2521,2410,581,877,866,585,601311,587,588,300592,957,958,2532,2931,2890,300353,600000,503,2893,603516,601789,2193,603519,2008,2227,100,601238,300149,300624,426,600006,673,711,658,300600,300003,669,552,300349,601766,2837,300471,603569,300117,600390,300338,300266,2863,300034,708,603118,300348,603110,576,921,2857,300458,2855
2015-04-30,603533,300612,900,603527,300697,2124,2125,573,603516,2126,2678,2673,300014,588,300184,2654,2134,2136,2643,2623,2622,2619,300369,866,558,300687,601965,2102,601579,498,503,603259,300052,300450,2075,511,2262,421,601166,300699,300330,600197,600276,502,603110,957,600390,600399,815,300616,699,300712,300499,300229,600288,708,601231,786,600420,2869,603228,2043,608,300174,2427,300685,603668,2837,603677,603980,300009,603128
2015-05-29,601966,2593,2589,528,2587,2570,2565,2564,2559,2550,2549,2534,2532,2521,2515,2512,2483,2476,2470,2466,2449,2440,2428,2405,2606,2608,2619,2630,429,600992,600991,600983,498,600977,600971,503,300685,300548,300543,2098,603289,573,2538,300699,300688,2863,300471,2043,866,2343,600197,300633,600369,603668,603113,600376,2001,600196,688,5,300591,600222,2427,600348,683,600398,300082,603516,603116,603110,2809,2861
2015-06-30,300592,300499,603606,777,2538,300125,300113,2534,603868,2168,578,769,603605,2256,878,603131,2176,2521,2177,600301,848,2516,300370,2512,2508,601,603177,300708,300369,600219,2165,300100,300580,2552,300567,300571,917,863,600372,300186,603366,300163,969,300615,600375,2098,600348,688,603199,603890,527,2052,603918,732,600377,300617,603757,600425,2866,658,2048,603916,2815,300147,612,300120,906,2809,300174,600376,603128,588
2015-07-31,603278,603200,603188,2135,603177,756,300063,300059,750,300040,300039,2148,600219,603131,2156,2164,2168,2172,2176,2177,2179,600205,600207,2198,711,730,762,300100,766,2102,807,603319,802,801,300014,600233,300002,2052,300673,300082,2857,603985,869,603228,2591,603335,600281,600401,300682,885,603369,300008,300009,567,300183,600810,936,300330,2861,603866,2829,2837,2809,300116,621,300699,576,603365,603648,300147,600377,588
2015-08-31,2364,300667,600329,2348,300644,711,300635,300629,300624,2363,702,600332,701,698,697,300611,300609,2373,2374,2376,2377,687,2378,300619,2379,300683,2333,2289,603880,603878,600350,603606,603605,2186,600346,2307,300113,300633,300249,300358,2101,426,601231,300555,603181,300349,658,600225,600380,2898,885,603588,600418,603393,300168,2855,603615,603239,300003,603648,2026,603866,300120,600377,506,600366,603277,576,866,603128,300304,2470
2015-09-30,603320,603535,2212,300413,300399,603505,300125,600275,670,300372,679,668,2223,665,663,300370,661,600271,659,300360,2221,667,600221,600220,2201,2168,300493,2175,603596,2177,702,701,300480,698,697,875,300616,603378,300017,957,300131,2451,2811,953,510,603387,603110,300091,300219,820,300252,300358,576,19,603980,300304,936,600366,300042,601011,300633,866,2075,300182,300310,2464,2227,883,600398,300699,601005,603985
2015-10-30,2067,603535,603880,300413,2382,600305,618,603505,626,2377,300370,2690,888,2376,603466,300352,2373,2680,2662,603538,603879,2633,2407,603569,2640,600288,2646,858,2186,638,2399,862,863,300430,603605,300429,300543,300681,2228,600256,603657,300310,420,300297,901,600939,603308,501,765,300737,600373,2210,300017,2238,300424,300563,510,16,603398,300557,300116,300499,300204,600429,300292,600278,732,2857,603258,2835,603289,622
2015-11-30,603886,2447,2445,603859,2112,2115,2437,2432,2449,603879,2139,603677,679,603363,2417,670,1896,603880,2186,730,300740,603515,785,603505,2493,2077,300708,300713,300370,603477,2478,763,603466,2466,300352,600269,300720,600810,603398,2057,300049,603660,2648,300450,2498,2285,300222,2696,906,300424,603721,300692,2098,16,510,2223,300557,300327,600287,2829,603628,300703,603113,2427,600373,978,725,300014,300204,603676,837,601005
2015-12-31,989,300589,578,601258,2343,918,300740,913,2335,600200,601318,300251,603477,2324,603580,2832,600209,618,300255,888,603301,300370,2571,300643,600216,600023,600220,576,603586,2348,2174,300314,2530,1896,300661,1696,862,300691,2067,300270,797,300142,601398,600996,600255,2413,300376,600881,300682,603277,300703,953,300626,2176,300348,2070,603578,603955,2592,300609,2818,2300,2829,300131,603588,603486,906,621,300617,100,603916,514
2016-01-29,300661,600209,300065,300405,888,600200,300411,300434,913,2174,2172,630,918,603515,2832,2166,603505,603871,603488,300370,600212,528,2846,601858,601333,603580,300255,603928,601500,300306,601618,601668,300053,601717,420,2210,600984,546,2862,300573,300002,300167,885,2528,2208,300183,2223,785,658,2807,603916,972,600403,603866,600401,300330,912,300162,300292,603289,2815,600418,603637,2865,708,300439,603721,300699,2808,300145,300460,603668
2016-02-29,300635,2870,2447,881,2449,858,603225,300353,601866,2702,528,300708,2455,603218,300720,826,819,601949,2476,300740,603200,601991,603238,603198,2414,600230,957,300630,420,601618,300639,600236,2391,300649,300660,300661,2063,300078,2470,300597,600256,718,603466,2356,2300,2128,411,603866,2057,603387,603955,2652,300263,600207,300368,762,612,300335,300430,688,2032,839,300005,300617,603918,300082,600368,732,600396,603657,921,603668
2016-03-31,300411,603200,2035,2931,300708,2030,600963,601991,2017,2013,2037,603999,796,600998,300186,601949,1896,300113,807,998,601100,2009,300720,603198,601997,2846,603660,600727,601718,633,300410,2077,300406,2893,2926,2897,300592,2367,663,300430,2574,300328,300610,2227,603887,300601,2278,603311,6,810,515,623,718,603203,300348,601666,600257,2867,300183,600206,300566,300746,608,600423,600222,637,300278,2232,968,2427,921,2857
2016-04-29,981,2017,603393,2009,300295,300300,600262,300323,300324,300113,300357,977,547,300374,549,603488,971,603499,300390,603515,300126,957,559,951,300262,300016,2030,2037,300455,600211,600200,502,630,2176,2174,2172,300499,877,416,603970,539,600201,600248,655,488,623,600398,693,603886,2049,2169,2563,600196,2443,603966,600446,603738,969,839,2015,300046,622,300672,583,300649,300706,603818,603238,675,2660,603199,863
2016-05-31,2030,600200,547,2488,549,912,300338,909,300324,905,300319,600262,559,2479,300708,2471,565,2469,2210,881,300713,571,300300,300009,300295,2236,541,603477,2177,921,504,957,951,2155,300390,300402,2252,600703,720,2294,2261,603416,300660,600572,603368,600789,2282,2609,300645,2341,300354,880,300688,970,2040,731,300184,603606,603505,2221,2474,300597,300732,300123,668,906,608,300368,603300,603668,863,603985
2016-06-30,300686,547,2610,2593,2580,2574,2571,2554,2550,2532,2530,600775,559,2617,2518,2456,2433,2411,565,2353,2351,2343,2337,600590,571,2319,2313,2479,2311,2626,541,300242,709,601163,601155,601139,601616,600231,603606,600958,21,2474,600976,837,603188,300604,601398,603260,600212,962,603660,300479,600996,300601,600257,2289,16,600288,969,43,765,300034,2614,869,2866,603655,603966,2861,603985,603286,600810,603648
2016-07-29,2066,300545,300543,518,300539,792,300531,300527,300525,300288,601579,300302,300504,601588,601607,601666,300054,300331,600292,603579,601801,541,793,601811,601333,300566,300654,2920,600973,601005,601019,300624,609,601066,300209,601118,300549,2468,2861,2068,565,603183,150,2277,2213,802,557,2186,2602,603966,603335,420,2192,300144,600959,603515,785,2759,498,2817,300370,600258,2462,2812,600462,663,603999,603869,2075,600398,603486,718
2016-08-31,793,2341,300036,571,2353,603579,600292,963,600268,601268,601288,2595,600372,2594,2593,300504,609,931,300525,300527,2809,300002,2587,621,300438,2580,600286,2617,603496,600901,488,2018,2648,504,2017,300209,603657,679,2615,780,600368,300586,961,600651,2800,2851,600370,839,300241,2866,586,300469,600390,2411,2440,300134,300049,2246,600281,2270,2025,603160,600939,601881,603308,807,300143,300745,2075,600348,300009,921
